age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59, Private,158776, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,192812, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private,29810, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private,211870, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,6, United-States, <=50K
43, Private,180985, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
32, Private,261059, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private,147110, Some-college, Divorced, Adm-clerical, Own-child, White, Male,14344,0,40, United-States, >50K
48, Private,105838, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Self-emp-not-inc,195462, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,98, United-States, >50K
25, Private,125159, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Jamaica, <=50K
40, Private,173321, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,32, United-States, <=50K
43, Private,138184, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,1762,35, United-States, <=50K
55, Private,143372, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
63, Local-gov,147440, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
81, Private,364099, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
18, Private,210574, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
42, Local-gov,238188, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
43, Local-gov,113324, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private,386136, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private,66326, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
31, Private,158545, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,27, United-States, <=50K
51, Federal-gov,254211, Masters, Widowed, Sales, Unmarried, White, Male,0,0,50, El-Salvador, >50K
67, Private,94610, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
28, Private,209641, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
30, Private,205950, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc,241306, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,181091, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, England, <=50K
26, Private,333108, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, ?,202498, 7th-8th, Separated, ?, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
18, ?,189041, HS-grad, Never-married, ?, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private,344916, Assoc-acdm, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private,82521, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
61, Local-gov,176753, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
32, Private,408328, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Private,497280, 9th, Widowed, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
32, Private,195000, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,297186, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
48, Private,155664, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,70, United-States, >50K
69, ?,111238, 9th, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
22, Private,264874, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
32, Local-gov,49325, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,105444, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States, <=50K
26, Private,102106, 10th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
40, Private,198270, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private,193260, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
43, Private,226902, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
45, Federal-gov,168232, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, >50K
35, Private,90406, 11th, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc,183710, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc,195638, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,291904, 10th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, ?,191118, Some-college, Married-civ-spouse, ?, Husband, White, Male,7298,0,40, United-States, >50K
20, Private,238917, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
46, Self-emp-inc,328216, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,42, ?, >50K
53, Private,151864, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc,27821, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
36, Federal-gov,67317, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,334787, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov,197530, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,104892, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,2829,0,40, United-States, <=50K
74, Private,209454, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private,206671, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov,213389, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,1726,38, United-States, <=50K
50, Private,338033, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
24, Private,134787, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private,185127, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,240809, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,56, United-States, <=50K
41, Self-emp-not-inc,214541, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,1590,40, United-States, <=50K
31, Private,184307, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, >50K
35, ?,257250, HS-grad, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,330416, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,202560, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
52, Private,153751, 9th, Separated, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
38, Private,279315, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private,358975, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, Hungary, <=50K
23, Local-gov,280164, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,32, United-States, <=50K
41, Private,171234, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
59, Private,32552, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4, United-States, <=50K
27, Private,492263, 10th, Separated, Machine-op-inspct, Own-child, White, Male,0,0,35, Mexico, <=50K
54, Private,315804, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,166606, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, ?,189740, Some-college, Never-married, ?, Own-child, White, Female,0,0,32, United-States, <=50K
43, Private,102180, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, State-gov,297735, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,90, United-States, <=50K
41, Private,103980, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, <=50K
26, Private,112847, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private,216626, HS-grad, Widowed, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Columbia, <=50K
46, Self-emp-not-inc,168195, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
30, Private,188146, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, <=50K
25, Private,130302, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private,292307, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
54, Self-emp-not-inc,42924, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,70754, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,66935, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
38, Self-emp-not-inc,140117, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private,134367, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,274679, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private,226297, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,249935, 11th, Divorced, Craft-repair, Own-child, White, Male,0,0,8, United-States, <=50K
35, Private,331395, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private,205726, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
51, Private,134808, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc,79539, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private,183205, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Local-gov,143046, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Private,187560, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
25, Private,159662, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,26, United-States, >50K
34, Private,221324, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private,284952, 10th, Separated, Sales, Unmarried, White, Female,0,0,43, Italy, <=50K
48, Private,33669, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
37, Private,172232, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
46, Private,186172, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
64, Self-emp-inc,80333, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private,101626, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private,211265, Some-college, Married-spouse-absent, Craft-repair, Other-relative, Black, Female,0,0,35, Dominican-Republic, <=50K
53, Self-emp-not-inc,158284, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
62, Private,209844, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Private,192251, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private,104089, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private,203580, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, ?, <=50K
31, Private,243773, 9th, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
45, Private,202496, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, <=50K
58, Private,205896, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
30, Private,53158, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, ?,144397, Some-college, Divorced, ?, Unmarried, Black, Female,0,0,30, United-States, <=50K
59, Private,174864, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,45, United-States, >50K
39, Private,76417, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private,585203, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,45, United-States, >50K
33, Private,229051, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States, <=50K
31, Private,229636, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
25, Private,374163, 12th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Mexico, <=50K
57, Self-emp-inc,376230, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
29, Private,179498, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
37, Private,278924, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,286370, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
19, Private,118535, 12th, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
73, Private,336007, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2246,40, United-States, >50K
40, Private,175686, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private,176836, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private,127185, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
48, State-gov,130561, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, United-States, <=50K
45, Private,242391, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Local-gov,289430, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
26, Private,126829, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private,197918, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,244147, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,55, United-States, <=50K
35, Private,342768, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc,163998, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
62, ?,125493, HS-grad, Married-civ-spouse, ?, Wife, White, Female,5178,0,40, Scotland, >50K
47, Private,60267, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
24, Local-gov,289886, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
46, Private,214955, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private,215243, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
35, Private,149347, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Local-gov,177675, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
49, Private,191277, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov,195258, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
39, Private,164712, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private,171338, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
55, Federal-gov,238192, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K
31, Local-gov,168906, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
32, Private,281540, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,80924, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Self-emp-inc,219962, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, ?, >50K
28, Self-emp-not-inc,96219, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,5, United-States, <=50K
45, Private,166107, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
38, Self-emp-not-inc,201328, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, United-States, <=50K
47, Private,184945, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
34, Private,98656, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,187551, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
62, Self-emp-not-inc,204085, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
43, Private,160246, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private,186808, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
49, Federal-gov,118701, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private,306495, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,107306, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,40, United-States, <=50K
42, Private,185413, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc,106175, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,75, United-States, >50K
42, Private,200574, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
65, Private,183170, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
68, Self-emp-not-inc,234859, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
51, Local-gov,97005, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov,77332, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private,195258, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22, State-gov,311512, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, United-States, <=50K
38, Private,226106, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private,207946, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, United-States, <=50K
59, Local-gov,147707, HS-grad, Widowed, Farming-fishing, Unmarried, White, Male,0,2339,40, United-States, <=50K
32, Private,118161, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,285730, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,66, United-States, <=50K
57, Private,29375, HS-grad, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
41, Private,40151, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
69, Private,36956, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,50, United-States, >50K
36, Private,183739, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,2002,40, United-States, <=50K
51, ?,147015, Some-college, Divorced, ?, Not-in-family, Black, Male,0,0,50, United-States, <=50K
19, State-gov,159269, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
39, Private,72338, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
52, Local-gov,152795, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,225507, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc,211762, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
69, ?,199591, Prof-school, Married-civ-spouse, ?, Wife, White, Female,0,0,25, ?, <=50K
52, Private,162238, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
35, Private,219902, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,48, United-States, <=50K
36, Private,354078, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
18, Private,218889, 9th, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
36, Private,202662, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private,143912, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private,215955, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States, >50K
32, Private,32406, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
63, ?,126540, Some-college, Divorced, ?, Not-in-family, White, Female,0,0,5, United-States, <=50K
37, Private,224566, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private,160035, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3908,0,55, United-States, <=50K
50, Local-gov,141875, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,158451, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,2, United-States, >50K
59, Private,194290, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
29, Private,357781, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov,261497, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
43, Private,388725, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,151474, Bachelors, Never-married, Tech-support, Other-relative, White, Female,0,1590,38, United-States, <=50K
36, ?,36635, Some-college, Never-married, ?, Unmarried, White, Female,0,0,25, United-States, <=50K
81, ?,147097, Bachelors, Widowed, ?, Not-in-family, White, Male,0,0,5, United-States, <=50K
20, Private,243010, HS-grad, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,32, United-States, <=50K
50, Private,35224, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,297884, 10th, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,109020, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
55, Private,106740, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,99970, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private,71738, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
31, State-gov,373432, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,55, United-States, >50K
29, Private,203797, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc,53566, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Federal-gov,172046, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private,50880, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
30, Private,44419, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private,201631, 9th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private,319422, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Peru, <=50K
20, ?,203992, HS-grad, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private,208451, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private,410034, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private,109307, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private,211678, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
24, Private,196332, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
60, Private,39952, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2228,0,37, United-States, <=50K
27, Private,236246, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, Private,154897, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
58, Private,137547, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
49, Private,348751, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,183066, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
28, Private,297735, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private,157541, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,305692, Some-college, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
29, Private,271579, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
21, Private,180339, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,0,1602,30, United-States, <=50K
55, Private,125000, Masters, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private,291968, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
