gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,Bachelor,5L-10L,1,6,8930,More than 1,A,Platinum,63336
Male,Rural,Bachelor,5L-10L,0,7,0,More than 1,B,Platinum,96072
Male,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,67776
Male,Urban,Bachelor,2L-5L,1,3,5273,1,A,Platinum,34452
Male,Urban,Bachelor,5L-10L,1,1,5950,More than 1,A,Platinum,98004
Male,Urban,Bachelor,2L-5L,1,1,4982,1,A,Silver,37908
Male,Rural,Others,5L-10L,1,5,0,More than 1,A,Platinum,338136
Male,Urban,High School,More than 10L,1,6,10338,More than 1,A,Platinum,118716
Male,Urban,High School,5L-10L,1,5,4934,More than 1,A,Platinum,64344
Female,Urban,Bachelor,More than 10L,0,7,0,More than 1,A,Silver,65868
Male,Urban,High School,5L-10L,1,3,9340,More than 1,A,Gold,61368
Male,Urban,Bachelor,5L-10L,1,7,6181,More than 1,A,Platinum,72636
Female,Rural,Bachelor,More than 10L,1,5,0,1,B,Silver,68268
Male,Urban,High School,2L-5L,0,2,3728,More than 1,A,Platinum,58092
Male,Urban,Bachelor,5L-10L,0,2,4136,More than 1,A,Platinum,60204
Male,Urban,High School,5L-10L,1,4,3621,More than 1,A,Platinum,68616
Male,Urban,High School,2L-5L,1,6,10292,More than 1,A,Silver,98772
Female,Urban,Bachelor,2L-5L,1,3,4277,1,B,Gold,57840
Female,Rural,Bachelor,5L-10L,0,7,2369,More than 1,A,Platinum,533688
Male,Urban,High School,2L-5L,1,5,7538,1,B,Silver,30840
Male,Urban,High School,5L-10L,1,8,9463,More than 1,A,Gold,310368
Female,Urban,High School,More than 10L,0,7,12899,More than 1,B,Gold,328488
Female,Rural,Bachelor,5L-10L,1,2,0,1,A,Silver,67872
Male,Urban,High School,5L-10L,1,3,2500,More than 1,A,Platinum,109884
Male,Urban,High School,2L-5L,1,1,3553,More than 1,A,Silver,63552
Male,Rural,Bachelor,2L-5L,1,7,0,More than 1,B,Silver,64056
Female,Urban,Others,5L-10L,1,3,8024,More than 1,A,Silver,267996
Female,Urban,Bachelor,2L-5L,1,5,2625,More than 1,A,Silver,70392
Male,Urban,High School,2L-5L,1,1,6704,1,A,Gold,37944
Female,Urban,High School,5L-10L,0,6,8613,More than 1,A,Platinum,227352
Male,Urban,High School,More than 10L,1,5,4281,More than 1,A,Gold,69744
Female,Rural,Bachelor,5L-10L,1,5,4779,1,A,Silver,32928
Male,Urban,Bachelor,5L-10L,1,7,4438,More than 1,B,Gold,51804
Female,Urban,High School,2L-5L,0,4,5031,More than 1,A,Silver,247332
Male,Rural,High School,5L-10L,0,1,3188,More than 1,A,Silver,104220
Male,Rural,Others,5L-10L,1,1,0,More than 1,B,Platinum,48492
Male,Rural,High School,2L-5L,0,1,3369,1,A,Gold,47676
Female,Rural,Bachelor,5L-10L,1,0,2281,More than 1,A,Gold,65544
Female,Urban,High School,5L-10L,1,6,6402,1,A,Platinum,38964
Female,Urban,Bachelor,<=2L,1,7,7675,1,A,Platinum,31896
Female,Rural,High School,5L-10L,0,5,4514,1,A,Silver,33468
Female,Rural,High School,More than 10L,0,8,0,1,B,Silver,34548
Female,Rural,High School,More than 10L,0,5,4666,More than 1,A,Gold,59580
Male,Rural,Others,More than 10L,1,3,4946,More than 1,B,Platinum,57444
Male,Urban,Bachelor,5L-10L,1,1,4030,More than 1,A,Platinum,108672
Female,Rural,Bachelor,5L-10L,0,6,2528,1,A,Gold,93540
Female,Urban,High School,2L-5L,0,6,6854,More than 1,A,Platinum,113808
Male,Urban,High School,2L-5L,0,7,7281,More than 1,B,Gold,162204
Male,Urban,Bachelor,More than 10L,1,7,5481,More than 1,A,Platinum,99312
Female,Rural,High School,More than 10L,0,6,0,1,B,Platinum,33924
Male,Rural,Bachelor,More than 10L,0,1,0,1,C,Silver,31704
Female,Urban,High School,5L-10L,1,6,6381,More than 1,A,Silver,108708
Male,Urban,High School,5L-10L,1,1,7765,1,A,Platinum,63252
Male,Urban,High School,5L-10L,1,6,0,1,A,Silver,33708
Male,Rural,Bachelor,2L-5L,1,8,6211,More than 1,B,Gold,31656
Male,Urban,High School,5L-10L,1,0,5712,More than 1,A,Platinum,159396
Male,Urban,High School,2L-5L,1,5,6729,1,A,Silver,35196
Female,Urban,Bachelor,2L-5L,0,6,3616,More than 1,A,Platinum,54120
Female,Rural,Bachelor,5L-10L,1,8,0,1,B,Silver,35676
Male,Rural,High School,5L-10L,1,3,0,1,B,Silver,34020
Male,Urban,Bachelor,5L-10L,0,5,0,1,B,Silver,31032
Female,Rural,Others,5L-10L,0,8,12239,More than 1,A,Gold,69288
Female,Urban,Bachelor,5L-10L,1,5,6454,More than 1,A,Gold,66240
Female,Urban,Bachelor,5L-10L,0,6,6568,1,A,Platinum,50496
Male,Urban,High School,2L-5L,0,6,9034,More than 1,A,Platinum,165984
Female,Urban,Bachelor,2L-5L,1,2,5374,More than 1,B,Gold,31488
Female,Urban,High School,5L-10L,1,4,11735,More than 1,A,Platinum,161328
Male,Urban,High School,5L-10L,1,6,3444,More than 1,A,Platinum,88920
Female,Urban,High School,More than 10L,1,5,2463,More than 1,A,Platinum,103320
Female,Rural,Bachelor,5L-10L,1,4,0,More than 1,B,Gold,50700
Male,Urban,High School,2L-5L,0,6,13584,More than 1,B,Silver,182868
Male,Urban,Others,5L-10L,1,1,4240,1,A,Silver,35796
Female,Urban,Others,5L-10L,1,1,7037,More than 1,A,Platinum,61272
Male,Urban,Bachelor,2L-5L,0,2,3830,More than 1,B,Silver,69816
Male,Rural,Bachelor,More than 10L,1,5,3934,1,A,Gold,56340
Female,Rural,High School,5L-10L,1,1,0,1,A,Gold,59988
Male,Urban,High School,5L-10L,1,6,4172,More than 1,B,Platinum,32616
Male,Urban,High School,5L-10L,1,2,7775,More than 1,A,Platinum,59028
Female,Urban,High School,5L-10L,0,8,5368,1,A,Platinum,47256
Male,Rural,High School,5L-10L,1,2,0,More than 1,B,Platinum,69444
Female,Urban,Bachelor,5L-10L,1,4,0,1,A,Silver,51000
Female,Rural,Bachelor,2L-5L,1,7,0,1,B,Silver,58992
Female,Urban,Bachelor,2L-5L,0,4,11691,More than 1,A,Platinum,195936
Female,Urban,Bachelor,5L-10L,0,3,7115,More than 1,A,Silver,72036
Female,Urban,Bachelor,5L-10L,0,1,4000,More than 1,A,Platinum,97176
Male,Urban,Bachelor,5L-10L,0,0,3794,More than 1,A,Silver,58452
Female,Urban,Bachelor,<=2L,0,8,6548,More than 1,B,Gold,53736
Male,Urban,Bachelor,5L-10L,0,1,3726,1,A,Platinum,29436
Female,Rural,Bachelor,5L-10L,0,6,2848,1,A,Platinum,64632
Female,Urban,High School,5L-10L,1,7,6050,More than 1,A,Silver,161892
Male,Urban,High School,More than 10L,1,7,3386,More than 1,A,Silver,92196
Female,Urban,Bachelor,More than 10L,1,2,4453,1,A,Platinum,68268
Male,Urban,High School,5L-10L,1,6,3337,More than 1,C,Gold,64212
Male,Urban,High School,2L-5L,1,6,6317,More than 1,A,Platinum,137436
Male,Rural,High School,More than 10L,1,6,0,1,B,Platinum,67572
Female,Urban,Bachelor,5L-10L,1,8,5977,More than 1,A,Gold,69360
Male,Urban,High School,More than 10L,0,1,0,More than 1,B,Gold,65520
Female,Rural,High School,5L-10L,1,5,2383,More than 1,B,Platinum,118572
Male,Urban,Bachelor,2L-5L,1,2,6167,1,A,Platinum,60732
Female,Urban,Bachelor,5L-10L,0,7,6087,More than 1,A,Platinum,109716
Male,Rural,Bachelor,5L-10L,0,5,0,1,A,Platinum,34080
Female,Urban,High School,5L-10L,1,0,6463,1,A,Silver,35832
Male,Rural,Others,More than 10L,0,7,3445,More than 1,A,Platinum,97560
Male,Urban,High School,5L-10L,0,8,2761,More than 1,A,Gold,68028
Male,Urban,High School,5L-10L,1,4,16194,More than 1,A,Gold,134508
Female,Urban,High School,5L-10L,1,7,3723,More than 1,B,Platinum,65412
Female,Rural,High School,5L-10L,0,1,0,1,A,Platinum,44532
Male,Urban,High School,5L-10L,0,6,5476,1,A,Platinum,200664
Male,Rural,High School,5L-10L,0,6,3736,More than 1,B,Platinum,74472
Female,Urban,Bachelor,5L-10L,0,6,4867,More than 1,A,Platinum,109092
Male,Rural,High School,5L-10L,0,3,0,1,A,Gold,78696
Male,Urban,High School,5L-10L,1,5,9261,1,A,Platinum,43332
Male,Rural,Bachelor,5L-10L,1,6,6066,More than 1,A,Gold,63156
Female,Urban,Bachelor,5L-10L,0,3,3975,More than 1,A,Silver,316164
Female,Urban,Bachelor,5L-10L,0,1,7472,More than 1,A,Platinum,187164
Male,Urban,High School,5L-10L,1,8,11935,More than 1,A,Platinum,271272
Female,Urban,Bachelor,5L-10L,1,1,0,1,B,Silver,59712
Male,Rural,Bachelor,5L-10L,0,0,3107,More than 1,B,Silver,69696
Male,Urban,High School,2L-5L,1,2,6136,More than 1,A,Gold,174660
Male,Urban,High School,5L-10L,1,7,5496,1,A,Platinum,31740
Male,Urban,High School,5L-10L,1,7,4507,1,A,Platinum,48156
Male,Urban,Bachelor,2L-5L,1,2,4677,1,B,Platinum,30276
Male,Urban,High School,5L-10L,1,5,3353,1,A,Gold,62844
Male,Rural,High School,5L-10L,1,1,2423,More than 1,C,Gold,397236
Female,Urban,High School,2L-5L,0,7,14594,More than 1,B,Gold,107700
Male,Urban,High School,5L-10L,1,1,3514,More than 1,B,Gold,68112
Female,Urban,High School,2L-5L,1,2,6898,More than 1,A,Platinum,51324
Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,A,Gold,68376
Male,Rural,High School,5L-10L,1,0,4315,More than 1,B,Platinum,62184
Male,Urban,Bachelor,<=2L,1,5,6143,More than 1,B,Platinum,415212
Male,Urban,High School,5L-10L,1,6,3912,1,A,Platinum,55848
Male,Urban,High School,2L-5L,1,2,10076,1,A,Gold,30324
Male,Urban,Bachelor,5L-10L,0,6,4065,More than 1,C,Platinum,250236
Male,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,103992
Male,Urban,Bachelor,5L-10L,0,4,12571,More than 1,B,Platinum,68808
Male,Urban,Bachelor,5L-10L,1,8,0,More than 1,B,Gold,102360
Female,Urban,Bachelor,5L-10L,0,6,3280,More than 1,A,Platinum,106932
Male,Urban,Bachelor,5L-10L,0,3,3085,More than 1,A,Platinum,64524
Male,Rural,Bachelor,2L-5L,0,2,4485,More than 1,B,Platinum,177684
Female,Rural,Bachelor,More than 10L,0,5,0,More than 1,B,Gold,70188
Male,Rural,Bachelor,5L-10L,1,2,0,1,A,Platinum,60744
Male,Urban,High School,5L-10L,1,5,6912,More than 1,A,Platinum,265608
Male,Rural,High School,5L-10L,0,1,4221,More than 1,A,Platinum,262020
Female,Urban,High School,5L-10L,1,7,3209,More than 1,A,Platinum,375516
Female,Urban,Bachelor,2L-5L,1,7,5082,More than 1,A,Gold,149460
Male,Urban,High School,5L-10L,1,5,8420,More than 1,A,Platinum,54096
Male,Urban,Bachelor,5L-10L,0,7,3657,More than 1,A,Silver,109164
Male,Urban,High School,5L-10L,1,2,0,1,A,Platinum,32892
Male,Urban,Bachelor,More than 10L,1,3,0,More than 1,A,Platinum,43380
Male,Rural,High School,2L-5L,1,5,3554,1,A,Platinum,36996
Male,Urban,Bachelor,5L-10L,0,3,2528,More than 1,B,Platinum,97620
Male,Rural,High School,More than 10L,0,5,0,More than 1,B,Platinum,63924
Male,Rural,Bachelor,5L-10L,1,4,3351,More than 1,A,Silver,99912
Female,Urban,High School,5L-10L,1,8,4146,More than 1,A,Silver,60756
Male,Urban,High School,5L-10L,0,8,2709,More than 1,A,Silver,118620
Male,Urban,Bachelor,5L-10L,1,7,4799,More than 1,A,Platinum,66996
Male,Urban,Bachelor,5L-10L,1,6,2242,1,A,Silver,33384
Male,Urban,Bachelor,More than 10L,0,4,0,More than 1,B,Platinum,68424
Male,Rural,High School,5L-10L,0,6,2908,More than 1,B,Gold,68736
Male,Urban,High School,5L-10L,1,3,6411,1,C,Silver,32868
Male,Urban,High School,5L-10L,1,1,5680,1,A,Platinum,222996
Female,Urban,Bachelor,2L-5L,0,7,6725,1,A,Gold,33852
Male,Urban,High School,5L-10L,1,8,6776,1,A,Silver,64248
Female,Urban,High School,5L-10L,1,7,7900,More than 1,A,Platinum,120708
Female,Urban,Bachelor,5L-10L,0,8,12229,More than 1,A,Platinum,100236
Female,Rural,High School,5L-10L,0,3,0,More than 1,B,Platinum,72456
Male,Urban,Others,2L-5L,1,8,0,1,A,Gold,39768
Female,Rural,Bachelor,5L-10L,1,5,0,More than 1,B,Platinum,67428
Female,Rural,Bachelor,5L-10L,0,2,6377,More than 1,A,Gold,30504
Male,Rural,Bachelor,More than 10L,1,7,3307,More than 1,A,Silver,110556
Male,Urban,Others,5L-10L,1,7,5731,More than 1,A,Silver,66288
Female,Urban,High School,5L-10L,0,3,15043,More than 1,C,Silver,422652
Female,Rural,High School,5L-10L,1,6,0,More than 1,A,Platinum,117156
Male,Urban,Bachelor,2L-5L,1,5,3866,1,B,Silver,62532
Female,Urban,High School,5L-10L,0,2,3084,More than 1,A,Platinum,89676
Male,Rural,Bachelor,More than 10L,1,1,0,More than 1,B,Platinum,63540
Male,Urban,Bachelor,5L-10L,1,7,0,1,B,Silver,72684
Male,Urban,High School,2L-5L,0,4,4791,More than 1,B,Platinum,168456
Male,Rural,Bachelor,5L-10L,0,5,0,1,B,Platinum,32040
Female,Urban,Bachelor,2L-5L,0,7,9135,1,A,Platinum,30876
Female,Urban,Bachelor,2L-5L,1,6,3250,1,A,Gold,38988
Female,Rural,High School,5L-10L,1,7,0,1,A,Platinum,33504
Male,Urban,High School,2L-5L,0,7,6403,More than 1,A,Gold,155148
Male,Urban,High School,5L-10L,1,4,9276,1,A,Gold,84096
Male,Rural,High School,5L-10L,1,7,0,1,A,Platinum,68568
Female,Urban,High School,5L-10L,0,6,9403,More than 1,A,Gold,213672
Male,Urban,High School,5L-10L,1,7,2335,1,B,Platinum,63528
Male,Urban,High School,5L-10L,1,4,9305,More than 1,C,Platinum,118968
Male,Rural,High School,5L-10L,1,1,0,1,A,Platinum,37368
Male,Urban,High School,5L-10L,1,1,8070,1,A,Gold,35268
Female,Rural,High School,More than 10L,1,6,5327,1,A,Platinum,31284
Male,Urban,Bachelor,2L-5L,0,7,2495,More than 1,B,Gold,75108
Male,Urban,Bachelor,More than 10L,0,7,3970,More than 1,A,Gold,67728
Male,Urban,High School,5L-10L,1,3,3802,More than 1,A,Platinum,105552
Male,Urban,Bachelor,2L-5L,0,4,3587,More than 1,B,Platinum,58572
Male,Urban,High School,More than 10L,1,6,0,1,A,Gold,50448
Male,Urban,Bachelor,5L-10L,0,1,12060,1,A,Silver,44196
Female,Rural,Bachelor,5L-10L,0,2,5214,More than 1,A,Gold,425088
Female,Rural,Bachelor,More than 10L,0,8,9798,More than 1,A,Gold,100608
Male,Urban,High School,More than 10L,1,8,4114,More than 1,A,Gold,61356
Female,Urban,High School,5L-10L,1,6,6977,More than 1,A,Platinum,57972
Female,Urban,Bachelor,5L-10L,0,8,5655,More than 1,A,Platinum,103080
Male,Rural,Bachelor,5L-10L,0,7,2366,1,A,Gold,33216
Male,Urban,High School,More than 10L,1,8,6022,1,A,Platinum,30348
Female,Urban,Bachelor,<=2L,1,4,5437,More than 1,A,Silver,58128
Female,Urban,Bachelor,5L-10L,0,2,8405,More than 1,A,Platinum,64896
Male,Urban,High School,5L-10L,1,5,0,1,A,Platinum,35484
Male,Urban,High School,2L-5L,0,6,4264,More than 1,B,Silver,174768
Male,Urban,Bachelor,5L-10L,0,7,6512,More than 1,A,Platinum,104796
Female,Urban,High School,2L-5L,0,5,3814,1,A,Platinum,31692
Male,Urban,High School,2L-5L,1,6,5786,More than 1,B,Platinum,70572
Male,Urban,Bachelor,2L-5L,1,6,3942,More than 1,A,Platinum,55176
Male,Urban,High School,More than 10L,1,5,6007,1,A,Silver,33696
Male,Urban,Bachelor,5L-10L,1,4,4543,More than 1,A,Platinum,153888
Male,Urban,Bachelor,5L-10L,0,7,2678,1,A,Gold,65004
Female,Urban,High School,5L-10L,1,3,4436,More than 1,A,Platinum,134940
Male,Urban,High School,5L-10L,1,3,4209,1,A,Gold,29424
Male,Urban,High School,5L-10L,0,8,3902,More than 1,A,Platinum,58620
Male,Urban,High School,2L-5L,0,1,4495,1,A,Silver,32052
Female,Urban,Bachelor,2L-5L,1,6,11073,More than 1,A,Gold,65616
Male,Rural,Bachelor,2L-5L,1,8,0,1,B,Silver,47160
Male,Rural,Bachelor,2L-5L,1,6,0,More than 1,B,Platinum,119112
Male,Rural,High School,5L-10L,1,1,0,More than 1,C,Gold,360852
Female,Urban,Bachelor,More than 10L,1,2,3993,More than 1,A,Platinum,289776
Male,Urban,High School,2L-5L,0,3,7443,More than 1,B,Silver,96864
Male,Rural,Others,5L-10L,1,5,0,1,A,Platinum,32436
Male,Urban,High School,5L-10L,1,2,4311,More than 1,A,Platinum,60960
Female,Urban,High School,5L-10L,1,7,4142,More than 1,A,Silver,75132
Male,Rural,High School,5L-10L,1,6,2687,More than 1,A,Gold,115428
Male,Urban,High School,5L-10L,1,2,5638,More than 1,A,Platinum,282816
Female,Urban,Bachelor,More than 10L,0,7,9409,More than 1,A,Gold,415032
Male,Urban,Bachelor,5L-10L,1,5,6299,1,A,Gold,32580
Male,Urban,Bachelor,5L-10L,1,3,0,More than 1,C,Silver,428412
Male,Urban,Others,5L-10L,0,7,3651,More than 1,A,Gold,194988
Male,Urban,High School,5L-10L,1,5,3589,1,A,Gold,62640
Female,Rural,High School,More than 10L,1,7,5143,More than 1,A,Gold,113916
Female,Urban,Bachelor,5L-10L,0,1,9786,More than 1,A,Silver,123768
Female,Urban,High School,2L-5L,0,7,7196,More than 1,A,Gold,190020
Female,Rural,High School,5L-10L,1,6,0,More than 1,C,Silver,71580
Male,Urban,High School,2L-5L,0,2,12794,More than 1,A,Platinum,61704
Female,Rural,Bachelor,5L-10L,1,6,3236,More than 1,A,Gold,66828
Male,Rural,High School,5L-10L,1,0,2723,1,B,Platinum,40080
Female,Urban,Bachelor,5L-10L,0,1,3540,More than 1,A,Platinum,60504
Male,Urban,Bachelor,2L-5L,0,4,4325,1,A,Platinum,35676
Female,Urban,High School,2L-5L,0,8,2175,More than 1,C,Gold,92676
Female,Urban,High School,2L-5L,0,5,0,More than 1,B,Platinum,106608
Male,Rural,Bachelor,5L-10L,1,8,2322,1,A,Platinum,29832
Male,Urban,Bachelor,2L-5L,1,6,8264,More than 1,B,Platinum,428292
Female,Urban,Bachelor,More than 10L,1,4,2312,More than 1,A,Silver,111216
Female,Urban,High School,5L-10L,0,5,5321,More than 1,A,Platinum,167172
Female,Rural,Bachelor,2L-5L,1,8,0,More than 1,B,Platinum,69924
Male,Urban,High School,5L-10L,1,5,8641,1,A,Platinum,50832
Male,Urban,High School,More than 10L,1,5,0,More than 1,A,Silver,70464
Female,Urban,High School,5L-10L,1,5,4349,More than 1,A,Platinum,111276
Female,Urban,High School,2L-5L,1,4,6816,More than 1,A,Silver,185784
Male,Rural,High School,5L-10L,1,7,0,1,B,Platinum,63192
Male,Urban,High School,2L-5L,0,4,5919,More than 1,C,Gold,180684
Male,Urban,High School,5L-10L,1,6,13212,More than 1,C,Platinum,447348
Male,Urban,High School,2L-5L,1,2,5194,More than 1,A,Platinum,132180
Female,Rural,Bachelor,More than 10L,1,0,0,1,B,Platinum,37476
Male,Urban,High School,5L-10L,0,1,11583,More than 1,A,Silver,430620
Male,Urban,Bachelor,2L-5L,1,8,6114,1,B,Platinum,61152
Male,Rural,High School,5L-10L,1,3,5845,More than 1,A,Platinum,59436
Male,Urban,Bachelor,2L-5L,1,5,6154,More than 1,B,Gold,70704
Female,Urban,Bachelor,2L-5L,1,6,7642,More than 1,A,Platinum,64008
Male,Rural,Bachelor,5L-10L,1,5,0,1,A,Silver,34428
Female,Urban,High School,More than 10L,0,8,4739,More than 1,A,Silver,171936
Male,Urban,High School,5L-10L,1,1,3838,More than 1,A,Platinum,71448
Female,Urban,Bachelor,2L-5L,1,7,3490,1,A,Platinum,59148
Male,Urban,Bachelor,2L-5L,1,7,4088,1,A,Silver,60192
Male,Urban,Bachelor,5L-10L,1,0,6759,1,A,Silver,35460
Male,Urban,High School,5L-10L,0,5,6873,More than 1,C,Gold,396852
Male,Rural,High School,5L-10L,0,7,0,More than 1,B,Platinum,70308
Female,Urban,High School,<=2L,0,7,5931,More than 1,C,Gold,71628
Female,Urban,Bachelor,2L-5L,1,4,11709,More than 1,A,Platinum,542472
Male,Urban,Bachelor,5L-10L,1,1,3357,1,A,Gold,32772
Male,Urban,High School,5L-10L,0,6,6803,1,A,Platinum,32100
Female,Urban,High School,5L-10L,1,2,7169,1,A,Platinum,31128
Female,Urban,High School,2L-5L,0,8,9060,More than 1,C,Silver,363900
Female,Urban,Bachelor,2L-5L,1,2,3314,More than 1,A,Platinum,60000
Male,Urban,High School,2L-5L,1,2,6390,1,A,Gold,62028
Female,Urban,Bachelor,<=2L,1,4,10833,More than 1,B,Platinum,383736
Female,Urban,Bachelor,<=2L,0,8,6588,More than 1,B,Platinum,114372
Male,Urban,Bachelor,5L-10L,1,0,5785,1,B,Silver,54972
Female,Rural,High School,5L-10L,0,5,5420,1,A,Platinum,33648
Male,Urban,High School,5L-10L,0,4,7046,More than 1,A,Platinum,165636
Female,Urban,High School,5L-10L,0,2,2530,More than 1,B,Platinum,275232
Female,Rural,High School,5L-10L,1,7,2477,1,A,Platinum,68148
Male,Urban,Bachelor,2L-5L,1,2,0,More than 1,B,Silver,68976
Female,Rural,High School,5L-10L,0,2,0,1,B,Platinum,31392
Female,Urban,High School,5L-10L,1,7,0,More than 1,B,Platinum,70080
Male,Urban,High School,5L-10L,1,5,2029,1,B,Silver,58116
Male,Rural,High School,More than 10L,1,6,0,1,B,Gold,36900
Male,Urban,Bachelor,5L-10L,1,5,3769,More than 1,A,Platinum,104400
Male,Rural,High School,5L-10L,0,7,10883,1,A,Platinum,30696
Male,Rural,High School,More than 10L,1,8,0,More than 1,B,Platinum,62244
Female,Urban,High School,5L-10L,0,5,5766,More than 1,A,Platinum,234612
Female,Urban,High School,2L-5L,0,2,13253,More than 1,A,Platinum,94212
Male,Urban,Bachelor,2L-5L,1,7,4296,More than 1,B,Platinum,96492
Female,Rural,High School,More than 10L,1,3,0,More than 1,A,Silver,69948
Male,Urban,Bachelor,2L-5L,1,6,4353,1,B,Silver,57612
Male,Rural,High School,5L-10L,1,5,6165,1,B,Silver,33732
Male,Rural,Bachelor,5L-10L,1,6,2866,1,A,Platinum,34812
Female,Rural,High School,5L-10L,1,6,0,More than 1,B,Platinum,54768
Male,Rural,High School,5L-10L,1,6,0,More than 1,A,Platinum,96048
Male,Urban,High School,2L-5L,1,1,6542,1,A,Platinum,62460
Female,Rural,High School,2L-5L,0,7,2250,More than 1,A,Gold,92748
Male,Urban,High School,2L-5L,0,1,6104,More than 1,A,Platinum,69852
Female,Rural,Bachelor,More than 10L,1,3,4367,More than 1,A,Silver,107232
Male,Urban,High School,2L-5L,1,4,3549,More than 1,A,Platinum,70800
Male,Urban,Bachelor,More than 10L,1,8,4109,More than 1,A,Gold,57876
Female,Urban,High School,5L-10L,0,4,6090,1,A,Platinum,31632
Male,Urban,High School,5L-10L,1,0,6495,1,B,Gold,31296
Female,Urban,High School,2L-5L,0,5,6321,1,B,Platinum,63240
Male,Rural,Bachelor,5L-10L,0,6,0,More than 1,A,Gold,88428
Female,Urban,Bachelor,5L-10L,0,4,4912,More than 1,B,Platinum,66828
Female,Urban,Bachelor,2L-5L,0,5,11469,More than 1,B,Platinum,212496
Male,Rural,Bachelor,5L-10L,1,2,0,1,B,Platinum,63624
Male,Urban,High School,5L-10L,1,6,3691,1,A,Gold,34788
Male,Urban,High School,2L-5L,1,1,6265,1,B,Silver,54396
Female,Urban,Bachelor,5L-10L,1,7,5308,More than 1,A,Silver,66132
Male,Rural,Others,5L-10L,1,0,0,More than 1,A,Platinum,60336
Female,Rural,High School,5L-10L,0,6,0,1,B,Gold,66204
Male,Urban,Bachelor,2L-5L,0,7,8870,More than 1,C,Gold,192924
Male,Urban,High School,5L-10L,1,7,5231,More than 1,B,Silver,59748
Male,Urban,Others,5L-10L,0,1,3873,More than 1,A,Platinum,106020
Male,Urban,High School,5L-10L,1,8,8578,More than 1,A,Platinum,188172
Male,Rural,Bachelor,5L-10L,0,5,0,More than 1,A,Platinum,98604
Male,Rural,Bachelor,5L-10L,0,5,3171,1,A,Gold,49656
Male,Rural,Bachelor,5L-10L,1,4,4131,More than 1,B,Platinum,63720
Male,Urban,High School,5L-10L,1,4,5808,More than 1,A,Platinum,66432
Male,Rural,Bachelor,5L-10L,0,0,0,More than 1,B,Platinum,43692
Female,Urban,High School,2L-5L,0,7,5768,1,B,Platinum,31920
Female,Urban,High School,5L-10L,0,1,4012,1,A,Platinum,48696
Male,Urban,Bachelor,5L-10L,0,7,3636,More than 1,A,Platinum,112188
Female,Urban,High School,5L-10L,1,8,4080,More than 1,A,Gold,63216
Female,Rural,High School,More than 10L,0,5,7116,More than 1,C,Silver,179064
Male,Rural,High School,2L-5L,0,2,2760,More than 1,B,Platinum,63672
Female,Urban,High School,5L-10L,1,2,7540,More than 1,A,Platinum,65988
Male,Urban,High School,5L-10L,0,6,3761,More than 1,A,Gold,55524
Male,Urban,High School,5L-10L,1,7,7195,1,A,Silver,34668
Male,Urban,High School,5L-10L,0,2,8225,More than 1,A,Gold,201360
Male,Rural,Bachelor,5L-10L,1,5,3363,More than 1,B,Gold,49908
Male,Rural,Bachelor,5L-10L,1,2,3369,More than 1,A,Silver,34704
Female,Rural,Bachelor,More than 10L,1,1,0,More than 1,B,Gold,117216
Female,Rural,High School,5L-10L,1,5,2065,1,B,Platinum,36672
Male,Urban,Bachelor,5L-10L,1,6,4294,More than 1,A,Gold,71652
Male,Urban,Bachelor,<=2L,0,6,3818,More than 1,A,Silver,156468
Female,Urban,High School,5L-10L,0,6,14916,More than 1,B,Platinum,67800
Male,Urban,High School,More than 10L,0,2,2902,More than 1,A,Silver,64692
Female,Rural,Bachelor,5L-10L,0,5,0,More than 1,B,Platinum,56940
Male,Rural,High School,5L-10L,0,7,3583,More than 1,A,Gold,72108
Female,Urban,High School,5L-10L,0,1,6301,More than 1,A,Platinum,275592
Male,Urban,Bachelor,5L-10L,0,6,3497,1,A,Gold,63228
Female,Rural,Bachelor,5L-10L,0,8,0,More than 1,A,Platinum,106524
Male,Rural,High School,5L-10L,1,4,2280,More than 1,A,Silver,93336
Female,Rural,Bachelor,2L-5L,1,6,5039,1,A,Silver,49992
Female,Urban,High School,2L-5L,1,2,15054,More than 1,A,Silver,102396
Female,Urban,Others,More than 10L,0,0,5927,1,A,Platinum,66672
Male,Urban,High School,5L-10L,1,7,3677,More than 1,A,Silver,63480
Male,Urban,High School,2L-5L,1,7,7152,More than 1,B,Silver,62568
Male,Urban,High School,5L-10L,1,6,4044,More than 1,A,Gold,64668
Female,Rural,Bachelor,2L-5L,1,7,0,1,B,Silver,62820
Female,Urban,Bachelor,5L-10L,1,6,8573,More than 1,A,Silver,134076
Female,Urban,Bachelor,2L-5L,1,8,0,1,A,Platinum,65604
Male,Rural,High School,5L-10L,0,4,4992,More than 1,A,Platinum,30348
Male,Urban,High School,5L-10L,1,6,3992,1,A,Platinum,62688
Male,Urban,High School,2L-5L,0,1,6425,1,A,Silver,31224
Male,Urban,Bachelor,2L-5L,0,7,7756,More than 1,B,Platinum,63336
Male,Urban,High School,More than 10L,1,4,7386,More than 1,A,Platinum,64536
Female,Urban,High School,2L-5L,0,6,3970,More than 1,A,Platinum,100188
