gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,Bachelor,<=2L,1,6,3961,More than 1,A,Platinum,306396
Male,Urban,Bachelor,5L-10L,1,2,2546,More than 1,B,Platinum,62568
Male,Urban,Bachelor,5L-10L,0,1,0,More than 1,B,Platinum,375264
Female,Urban,Bachelor,5L-10L,1,4,0,More than 1,B,Platinum,66048
Male,Urban,Bachelor,More than 10L,1,3,3428,1,B,Silver,34056
Male,Rural,High School,More than 10L,0,7,6262,More than 1,A,Gold,173532
Female,Urban,Bachelor,More than 10L,0,6,2170,More than 1,A,Platinum,90396
Female,Urban,High School,5L-10L,0,8,8949,More than 1,A,Platinum,68688
Male,Urban,High School,2L-5L,1,1,12684,1,A,Platinum,56436
Male,Urban,High School,2L-5L,0,4,5644,More than 1,A,Platinum,158664
Female,Urban,Bachelor,5L-10L,0,6,4797,More than 1,A,Platinum,58956
Male,Urban,High School,2L-5L,1,6,6407,More than 1,A,Gold,95916
Male,Urban,Bachelor,2L-5L,1,5,5389,More than 1,B,Platinum,74508
Male,Urban,High School,2L-5L,0,2,3928,More than 1,A,Platinum,218772
Male,Urban,Bachelor,2L-5L,0,7,10444,More than 1,B,Platinum,102684
Female,Urban,Bachelor,More than 10L,0,5,0,More than 1,B,Platinum,101436
Male,Urban,High School,More than 10L,1,7,4516,1,A,Platinum,67404
Male,Urban,Bachelor,2L-5L,0,5,6138,More than 1,B,Silver,157788
Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,A,Platinum,33108
Female,Urban,High School,5L-10L,1,5,2561,More than 1,A,Gold,61392
Male,Urban,Others,5L-10L,1,7,4073,More than 1,B,Silver,68904
Male,Rural,High School,5L-10L,1,4,0,1,A,Platinum,32004
Male,Rural,Bachelor,5L-10L,1,5,2768,More than 1,B,Gold,67212
Female,Urban,High School,5L-10L,0,4,9140,More than 1,A,Gold,200784
Female,Urban,High School,2L-5L,0,6,6311,More than 1,A,Platinum,29580
Male,Urban,Bachelor,2L-5L,0,4,6680,1,A,Platinum,31440
Male,Urban,High School,5L-10L,1,6,4191,More than 1,A,Platinum,71520
Female,Urban,High School,2L-5L,1,1,5285,More than 1,A,Platinum,132180
Male,Urban,Bachelor,5L-10L,1,8,4117,1,A,Gold,32112
Male,Rural,High School,5L-10L,0,4,3363,More than 1,A,Platinum,65388
Male,Urban,Bachelor,More than 10L,0,1,16096,More than 1,A,Platinum,576444
Male,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,33612
Male,Urban,High School,5L-10L,0,6,9216,More than 1,A,Platinum,67908
Female,Urban,Bachelor,5L-10L,1,5,5043,More than 1,B,Platinum,69900
Male,Urban,Bachelor,5L-10L,1,2,5211,More than 1,A,Platinum,313524
Male,Urban,High School,5L-10L,0,6,6550,More than 1,B,Platinum,540516
Male,Urban,High School,5L-10L,0,4,0,1,A,Platinum,32604
Female,Urban,Bachelor,2L-5L,0,7,3624,More than 1,B,Platinum,88344
Male,Urban,High School,5L-10L,1,4,5441,More than 1,A,Gold,67332
Female,Rural,High School,5L-10L,1,4,0,More than 1,B,Platinum,78336
Female,Urban,High School,More than 10L,0,8,5967,More than 1,C,Platinum,67692
Female,Urban,High School,5L-10L,1,6,4095,More than 1,B,Gold,58764
Female,Rural,Others,2L-5L,0,5,4595,More than 1,A,Gold,145212
Female,Urban,Bachelor,2L-5L,0,3,2806,More than 1,B,Platinum,59844
Male,Urban,Others,<=2L,0,4,6023,More than 1,A,Gold,116652
Female,Urban,High School,5L-10L,1,4,4351,More than 1,A,Silver,97104
Female,Rural,High School,5L-10L,0,5,3678,More than 1,B,Silver,66480
Male,Rural,Bachelor,5L-10L,0,7,3433,More than 1,B,Platinum,66876
Male,Urban,Bachelor,5L-10L,1,2,5900,More than 1,A,Gold,68952
Female,Urban,Bachelor,5L-10L,1,5,6640,More than 1,B,Platinum,139524
Male,Urban,High School,5L-10L,1,3,2398,More than 1,B,Silver,73872
Male,Urban,High School,5L-10L,0,8,2644,More than 1,A,Platinum,60576
Female,Urban,High School,5L-10L,0,2,11420,More than 1,A,Silver,196356
Female,Urban,Others,5L-10L,1,1,2898,1,A,Gold,34932
Male,Urban,High School,5L-10L,0,7,9048,More than 1,A,Gold,186780
Male,Urban,High School,5L-10L,0,2,4153,1,A,Platinum,36588
Female,Urban,Bachelor,5L-10L,1,5,5739,More than 1,A,Gold,116568
Female,Rural,High School,5L-10L,0,4,3023,1,B,Gold,55824
Male,Urban,High School,2L-5L,1,6,4148,More than 1,A,Platinum,61440
Female,Rural,High School,5L-10L,1,2,4189,1,B,Platinum,38568
Female,Urban,High School,5L-10L,0,3,5636,More than 1,A,Platinum,50808
Male,Rural,Bachelor,5L-10L,1,3,2951,More than 1,B,Gold,267360
Female,Urban,High School,5L-10L,0,2,2004,More than 1,A,Silver,66780
Male,Rural,Bachelor,5L-10L,0,4,5671,1,A,Silver,55572
Male,Urban,High School,5L-10L,1,2,11786,More than 1,A,Platinum,103080
Male,Urban,High School,5L-10L,1,5,5480,1,A,Gold,64392
Male,Rural,High School,5L-10L,0,6,5160,More than 1,A,Platinum,593328
Female,Urban,Bachelor,2L-5L,0,6,6469,1,A,Gold,33552
Male,Urban,High School,5L-10L,1,5,5624,1,A,Gold,33312
Male,Urban,High School,5L-10L,1,6,6459,More than 1,A,Platinum,68064
Female,Urban,High School,2L-5L,1,5,2312,1,B,Platinum,33816
Male,Rural,Bachelor,5L-10L,0,5,2406,1,A,Gold,49188
Male,Rural,Others,5L-10L,1,8,0,1,B,Platinum,49404
Female,Urban,Bachelor,2L-5L,0,6,4205,More than 1,A,Gold,55896
Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,B,Silver,64884
Male,Urban,Others,5L-10L,1,8,2604,More than 1,C,Platinum,62952
Male,Urban,High School,2L-5L,0,7,0,More than 1,B,Silver,99408
Male,Urban,High School,2L-5L,1,6,6623,More than 1,A,Silver,98136
Male,Rural,Bachelor,More than 10L,1,8,0,More than 1,A,Silver,99216
Male,Urban,Bachelor,2L-5L,0,8,6635,More than 1,A,Platinum,60432
Male,Urban,Bachelor,More than 10L,0,8,5559,More than 1,A,Platinum,62436
Female,Urban,High School,2L-5L,1,5,4664,1,A,Platinum,35760
Female,Urban,High School,5L-10L,0,5,6079,More than 1,A,Platinum,53892
Female,Urban,High School,More than 10L,0,3,0,More than 1,A,Silver,343728
Male,Urban,High School,5L-10L,1,0,4178,More than 1,A,Gold,66156
Female,Urban,High School,2L-5L,1,7,3701,1,A,Silver,33216
Female,Rural,High School,5L-10L,1,2,0,More than 1,A,Platinum,61440
Female,Urban,Bachelor,More than 10L,0,5,3289,More than 1,B,Platinum,153948
Male,Urban,Bachelor,2L-5L,1,7,4384,More than 1,B,Gold,177624
Female,Urban,High School,5L-10L,1,5,10230,More than 1,C,Platinum,63948
Female,Rural,Bachelor,More than 10L,1,4,2225,More than 1,B,Silver,59976
Female,Urban,Bachelor,5L-10L,1,3,0,More than 1,A,Platinum,99240
Female,Urban,High School,2L-5L,0,2,5393,1,A,Silver,31392
Male,Urban,High School,5L-10L,1,5,3628,More than 1,A,Platinum,109224
Female,Rural,Bachelor,2L-5L,0,2,0,More than 1,C,Silver,36060
Male,Urban,Bachelor,More than 10L,1,5,0,More than 1,A,Silver,94308
Male,Urban,High School,5L-10L,0,4,5115,More than 1,A,Gold,61656
Male,Rural,High School,5L-10L,1,7,4137,1,A,Gold,34188
Female,Rural,High School,2L-5L,1,2,0,More than 1,A,Gold,100344
Male,Urban,Bachelor,2L-5L,0,0,5526,More than 1,A,Platinum,139824
Male,Urban,High School,2L-5L,1,0,3868,More than 1,A,Platinum,63396
Male,Urban,Bachelor,2L-5L,1,3,4035,1,A,Platinum,98160
Male,Urban,High School,More than 10L,0,4,10119,More than 1,A,Platinum,359196
Female,Rural,High School,More than 10L,0,5,5600,More than 1,C,Gold,107124
Male,Urban,High School,5L-10L,1,5,11257,More than 1,B,Platinum,97872
Female,Rural,High School,5L-10L,0,6,0,More than 1,B,Platinum,139668
Female,Urban,Bachelor,<=2L,1,6,6617,1,A,Silver,30180
Male,Urban,High School,5L-10L,0,6,4099,More than 1,A,Gold,109884
Female,Rural,Bachelor,5L-10L,0,6,0,1,B,Platinum,32016
Female,Urban,Bachelor,2L-5L,0,5,14111,More than 1,B,Silver,62928
Male,Urban,High School,5L-10L,1,6,5237,More than 1,B,Platinum,290880
Female,Urban,High School,5L-10L,1,0,6164,1,A,Platinum,62832
Male,Urban,Bachelor,More than 10L,1,2,3814,More than 1,A,Gold,65592
Female,Rural,High School,5L-10L,1,1,6076,More than 1,A,Gold,71256
Female,Urban,High School,5L-10L,0,6,0,More than 1,B,Platinum,53604
Female,Urban,Bachelor,2L-5L,1,7,3695,More than 1,A,Gold,306576
Female,Urban,High School,More than 10L,1,2,4156,More than 1,B,Platinum,71136
Male,Urban,High School,5L-10L,1,6,4379,1,A,Platinum,99708
Male,Urban,Bachelor,More than 10L,0,8,10740,1,A,Silver,63828
Female,Urban,Bachelor,5L-10L,0,6,4009,1,B,Platinum,58248
Female,Urban,High School,5L-10L,0,1,4018,1,A,Platinum,33600
Female,Urban,Bachelor,5L-10L,0,2,6271,More than 1,A,Platinum,104988
Female,Urban,Bachelor,2L-5L,0,5,9323,More than 1,A,Platinum,48072
Male,Urban,Bachelor,2L-5L,1,8,4323,More than 1,A,Platinum,113076
Female,Urban,Bachelor,More than 10L,0,5,7653,More than 1,A,Platinum,282888
Male,Urban,High School,2L-5L,1,6,6423,More than 1,B,Gold,67596
Female,Urban,High School,5L-10L,0,5,6745,More than 1,B,Gold,289968
Female,Urban,Bachelor,2L-5L,0,4,8218,1,A,Platinum,31080
Female,Rural,High School,5L-10L,1,1,0,1,A,Silver,31968
Male,Rural,High School,5L-10L,1,1,3572,More than 1,A,Platinum,41316
Female,Rural,High School,5L-10L,0,8,0,1,A,Platinum,35340
Female,Urban,High School,5L-10L,1,4,3163,More than 1,A,Platinum,65088
Male,Urban,Bachelor,5L-10L,1,6,5652,1,B,Platinum,60516
Female,Urban,Bachelor,2L-5L,1,7,3643,More than 1,A,Silver,65928
Female,Urban,Bachelor,5L-10L,1,5,0,More than 1,B,Gold,72528
Male,Urban,High School,5L-10L,1,5,5694,1,A,Platinum,32232
Female,Rural,High School,2L-5L,1,8,0,More than 1,B,Platinum,68796
Male,Urban,High School,2L-5L,0,6,5581,1,C,Gold,51564
Female,Rural,Bachelor,5L-10L,0,5,0,More than 1,B,Gold,183348
Female,Urban,Bachelor,5L-10L,0,7,4955,More than 1,A,Platinum,106932
Female,Urban,High School,5L-10L,0,2,0,1,B,Platinum,37560
Male,Urban,Bachelor,2L-5L,0,2,3023,More than 1,C,Gold,54024
Male,Urban,High School,5L-10L,1,7,3764,1,C,Gold,33492
Male,Rural,Bachelor,2L-5L,1,7,2719,1,B,Platinum,66876
Female,Rural,Bachelor,More than 10L,1,6,0,1,B,Platinum,66324
Male,Rural,High School,5L-10L,0,4,4384,1,A,Gold,31812
Female,Urban,Bachelor,More than 10L,0,4,4771,More than 1,B,Silver,163224
Female,Urban,Bachelor,5L-10L,0,2,4290,More than 1,B,Platinum,173424
Male,Urban,High School,5L-10L,0,6,5975,1,A,Platinum,29988
Female,Urban,High School,2L-5L,0,5,4802,More than 1,A,Platinum,126036
Female,Urban,High School,2L-5L,0,6,5311,More than 1,A,Platinum,66132
Female,Urban,High School,2L-5L,0,4,4150,More than 1,A,Gold,64620
Male,Urban,Bachelor,5L-10L,1,7,2109,More than 1,A,Platinum,76812
Male,Urban,High School,2L-5L,1,5,8723,More than 1,A,Silver,60300
Male,Urban,Bachelor,2L-5L,1,4,3611,More than 1,B,Platinum,68832
Female,Urban,High School,<=2L,0,6,5948,More than 1,A,Platinum,67344
Male,Urban,High School,2L-5L,1,6,5338,More than 1,A,Gold,64476
Male,Rural,High School,5L-10L,1,6,0,1,A,Gold,30612
Male,Rural,High School,5L-10L,0,2,0,More than 1,A,Platinum,47580
Male,Urban,High School,2L-5L,1,7,3877,More than 1,A,Platinum,66684
Male,Rural,Bachelor,More than 10L,1,2,2643,More than 1,A,Gold,57816
Male,Urban,High School,More than 10L,1,6,6668,1,B,Gold,38364
Female,Urban,Bachelor,5L-10L,1,3,0,More than 1,A,Gold,104196
Male,Urban,High School,5L-10L,0,8,3713,1,A,Gold,53388
Female,Urban,High School,2L-5L,0,5,3686,More than 1,A,Platinum,66768
Female,Urban,Bachelor,2L-5L,1,6,3744,More than 1,A,Platinum,65316
Female,Rural,Bachelor,More than 10L,1,7,2567,More than 1,A,Gold,69972
Female,Urban,Bachelor,2L-5L,1,4,6907,More than 1,A,Gold,67440
Female,Urban,Bachelor,5L-10L,0,8,9392,More than 1,C,Platinum,60408
Female,Rural,High School,5L-10L,1,2,0,1,B,Platinum,29892
Male,Rural,High School,More than 10L,1,6,0,1,A,Platinum,31692
Male,Urban,High School,5L-10L,0,1,6598,More than 1,A,Platinum,68616
Male,Urban,Bachelor,5L-10L,0,6,3419,More than 1,A,Platinum,96432
Female,Rural,Bachelor,5L-10L,1,6,2174,More than 1,B,Gold,74916
Female,Rural,Bachelor,5L-10L,0,3,0,1,B,Platinum,45228
Male,Rural,High School,More than 10L,1,0,2743,1,A,Platinum,46752
Female,Urban,High School,5L-10L,1,1,3827,1,A,Platinum,30696
Male,Urban,Bachelor,More than 10L,0,8,4075,1,B,Silver,62544
Male,Urban,Bachelor,More than 10L,0,6,4829,More than 1,B,Platinum,136320
Male,Rural,Bachelor,2L-5L,0,5,2894,More than 1,B,Platinum,154152
Female,Urban,Bachelor,<=2L,0,3,4390,More than 1,A,Platinum,352704
Male,Urban,Bachelor,5L-10L,0,2,5563,More than 1,A,Silver,274416
Female,Rural,Bachelor,5L-10L,1,6,2506,1,A,Platinum,61524
Male,Urban,High School,5L-10L,1,7,6312,More than 1,B,Gold,67128
Male,Urban,High School,2L-5L,1,4,9140,More than 1,A,Silver,43428
Male,Rural,Bachelor,2L-5L,1,3,6324,More than 1,A,Platinum,350592
Male,Urban,High School,2L-5L,1,8,4150,1,A,Platinum,241068
Female,Urban,Bachelor,More than 10L,0,6,9540,1,A,Gold,62340
Male,Urban,Others,5L-10L,1,0,2401,1,A,Silver,34632
Male,Urban,High School,5L-10L,0,7,6479,1,A,Gold,86952
Female,Urban,High School,5L-10L,0,6,3495,More than 1,A,Silver,177564
Male,Urban,High School,2L-5L,1,5,5940,More than 1,A,Platinum,113976
Male,Urban,High School,5L-10L,0,5,8637,More than 1,A,Platinum,103680
Male,Urban,High School,More than 10L,1,8,6589,1,A,Platinum,55668
Female,Rural,High School,5L-10L,0,6,3434,More than 1,B,Platinum,73044
Female,Urban,Bachelor,5L-10L,0,6,2972,More than 1,B,Gold,62940
Male,Urban,Bachelor,5L-10L,1,5,3264,More than 1,B,Platinum,33336
Male,Urban,High School,2L-5L,1,2,3782,1,A,Silver,59532
Female,Urban,High School,More than 10L,0,2,7071,More than 1,A,Platinum,69720
Female,Urban,High School,5L-10L,1,4,2538,1,A,Platinum,32472
Male,Urban,High School,2L-5L,1,1,0,More than 1,A,Platinum,405660
Male,Urban,High School,5L-10L,0,3,0,1,A,Platinum,32616
Male,Urban,Others,2L-5L,1,5,0,More than 1,C,Platinum,63912
Female,Rural,Bachelor,5L-10L,1,1,0,More than 1,A,Platinum,67212
Female,Urban,High School,5L-10L,1,1,2944,More than 1,A,Silver,28812
Female,Urban,Bachelor,2L-5L,0,7,7960,More than 1,B,Platinum,60144
Male,Rural,Bachelor,More than 10L,1,6,0,1,C,Gold,36264
Female,Urban,Others,5L-10L,0,2,6782,More than 1,B,Silver,70152
Female,Urban,High School,<=2L,0,6,6577,1,A,Silver,29988
Female,Rural,Bachelor,2L-5L,1,6,8556,1,B,Platinum,99528
Male,Urban,High School,2L-5L,1,0,6031,1,A,Platinum,30024
Female,Rural,Bachelor,5L-10L,0,7,2777,More than 1,B,Platinum,113916
Male,Urban,Others,2L-5L,1,2,0,1,A,Platinum,32712
Male,Urban,High School,5L-10L,0,6,5573,More than 1,A,Platinum,61752
Female,Urban,Bachelor,2L-5L,0,3,5211,1,C,Gold,30876
Female,Urban,Bachelor,5L-10L,1,8,5169,1,B,Silver,55680
Female,Rural,Bachelor,5L-10L,1,3,5512,More than 1,A,Platinum,93228
Female,Urban,High School,5L-10L,0,8,9516,More than 1,B,Gold,110100
Male,Rural,High School,2L-5L,0,7,4443,1,B,Platinum,69708
Male,Rural,High School,5L-10L,0,6,0,More than 1,B,Platinum,65196
Female,Urban,High School,5L-10L,0,6,3663,1,B,Gold,32592
Male,Rural,Bachelor,2L-5L,0,7,5554,More than 1,B,Silver,64944
Female,Rural,Bachelor,5L-10L,0,6,0,More than 1,A,Silver,99564
Female,Urban,High School,5L-10L,0,8,4746,More than 1,A,Platinum,97476
Male,Rural,High School,5L-10L,0,6,0,1,B,Gold,63396
Male,Urban,High School,5L-10L,0,2,10672,More than 1,A,Platinum,112500
Male,Urban,Bachelor,5L-10L,1,6,0,1,A,Silver,73560
Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,B,Platinum,254556
Male,Urban,Bachelor,2L-5L,1,2,0,1,C,Gold,33072
Male,Urban,High School,5L-10L,1,3,6265,More than 1,A,Platinum,104784
Male,Urban,Bachelor,5L-10L,1,2,10809,More than 1,A,Gold,350832
Male,Urban,High School,5L-10L,1,8,3959,More than 1,A,Platinum,68784
Male,Urban,High School,5L-10L,1,3,3112,More than 1,B,Platinum,115632
Male,Rural,Bachelor,5L-10L,1,6,0,1,B,Platinum,33864
Male,Rural,High School,5L-10L,0,2,0,More than 1,B,Platinum,82332
Female,Urban,Bachelor,2L-5L,0,6,0,More than 1,B,Silver,63864
Female,Urban,Bachelor,5L-10L,1,5,4089,More than 1,B,Platinum,61932
Female,Rural,High School,5L-10L,0,2,3080,More than 1,B,Platinum,74412
Female,Urban,High School,More than 10L,1,2,6354,1,A,Platinum,46428
Male,Urban,Others,5L-10L,0,6,5502,More than 1,A,Gold,103884
Male,Urban,Bachelor,2L-5L,1,4,6036,More than 1,A,Gold,196128
Male,Urban,Bachelor,5L-10L,1,3,8403,More than 1,A,Gold,64212
Male,Rural,Bachelor,5L-10L,0,6,3539,More than 1,B,Platinum,60336
Female,Urban,High School,5L-10L,0,1,2146,More than 1,B,Silver,70788
Female,Rural,High School,5L-10L,0,3,3578,1,A,Gold,52428
Female,Rural,High School,5L-10L,0,2,4770,1,B,Gold,111744
Female,Urban,High School,5L-10L,1,4,3421,More than 1,A,Gold,84636
Female,Rural,High School,More than 10L,1,5,3069,More than 1,B,Gold,82980
Male,Urban,High School,2L-5L,1,6,11459,More than 1,A,Gold,75252
Male,Urban,Bachelor,5L-10L,0,6,4732,More than 1,A,Platinum,109368
Male,Rural,High School,5L-10L,1,3,0,1,B,Gold,49956
Female,Urban,High School,2L-5L,0,5,4039,More than 1,B,Gold,62100
Male,Urban,High School,2L-5L,1,1,15292,More than 1,A,Silver,91392
Male,Rural,Bachelor,More than 10L,0,4,0,More than 1,B,Silver,141384
Female,Urban,Bachelor,5L-10L,1,2,5645,1,A,Platinum,57888
Male,Urban,High School,2L-5L,1,5,6647,More than 1,A,Platinum,390624
Male,Urban,Bachelor,2L-5L,1,2,3255,More than 1,C,Silver,302904
Male,Urban,High School,5L-10L,1,3,6064,More than 1,A,Platinum,101544
Male,Urban,Bachelor,More than 10L,1,1,6181,1,B,Platinum,32088
Male,Urban,High School,5L-10L,1,1,2103,1,A,Platinum,32328
Male,Rural,High School,5L-10L,1,5,3279,1,A,Platinum,56832
Male,Rural,Bachelor,More than 10L,0,2,0,More than 1,A,Gold,195552
Female,Urban,Bachelor,5L-10L,1,3,7137,More than 1,A,Platinum,53640
Female,Urban,High School,5L-10L,1,6,6242,More than 1,C,Gold,338652
Male,Urban,High School,<=2L,0,6,5749,More than 1,A,Platinum,62652
Male,Urban,High School,More than 10L,1,3,4163,1,A,Silver,49092
Female,Urban,High School,2L-5L,1,3,7533,1,A,Platinum,54384
Female,Urban,Bachelor,5L-10L,0,4,3920,More than 1,B,Silver,65004
Male,Urban,High School,2L-5L,1,1,4867,More than 1,A,Gold,67920
Male,Urban,Bachelor,2L-5L,0,1,8114,More than 1,A,Gold,66684
Female,Rural,High School,5L-10L,1,8,0,1,A,Platinum,30552
Female,Urban,High School,2L-5L,1,8,4147,1,A,Silver,29328
Female,Rural,Bachelor,More than 10L,1,8,3598,More than 1,A,Gold,58980
Male,Urban,High School,5L-10L,1,5,10395,More than 1,A,Platinum,65160
Male,Rural,High School,5L-10L,1,3,2524,More than 1,B,Silver,30648
Female,Urban,Bachelor,5L-10L,1,6,11102,More than 1,A,Gold,98916
Female,Urban,High School,5L-10L,1,6,0,1,B,Platinum,34164
Male,Urban,Bachelor,5L-10L,1,7,5650,1,A,Platinum,32904
Male,Urban,High School,2L-5L,0,6,2140,1,A,Gold,31032
Female,Urban,High School,5L-10L,1,6,3029,1,B,Platinum,64908
Male,Urban,High School,5L-10L,0,4,0,1,B,Platinum,38796
Male,Urban,High School,More than 10L,1,4,17267,More than 1,B,Gold,65100
Female,Urban,High School,5L-10L,1,6,5494,More than 1,A,Platinum,86532
Male,Urban,High School,5L-10L,1,5,6098,More than 1,A,Silver,108576
Male,Urban,High School,2L-5L,0,6,6060,More than 1,A,Platinum,168576
Male,Urban,High School,5L-10L,0,1,7269,More than 1,A,Platinum,244884
Female,Urban,High School,More than 10L,0,1,4806,More than 1,A,Silver,54144
Male,Urban,Bachelor,5L-10L,1,7,3563,1,A,Platinum,53316
Male,Urban,Bachelor,2L-5L,0,5,5669,More than 1,B,Platinum,170580
Male,Urban,High School,5L-10L,1,8,4250,More than 1,A,Silver,103368
Female,Urban,High School,5L-10L,1,7,6536,More than 1,A,Gold,325152
Female,Urban,High School,5L-10L,1,5,3871,More than 1,A,Platinum,97164
Female,Rural,High School,5L-10L,0,8,5213,More than 1,B,Platinum,63852
Female,Rural,Bachelor,2L-5L,0,3,3414,More than 1,B,Gold,106896
Female,Urban,Bachelor,<=2L,0,6,9808,More than 1,B,Platinum,200904
Male,Urban,High School,5L-10L,1,2,2513,More than 1,A,Silver,69936
Female,Rural,Bachelor,More than 10L,0,4,0,More than 1,B,Platinum,62316
Male,Urban,Bachelor,2L-5L,1,0,3930,1,C,Gold,35856
Male,Rural,High School,More than 10L,1,1,2997,More than 1,C,Gold,62232
Female,Urban,High School,More than 10L,1,6,3787,1,B,Silver,33420
Female,Rural,Bachelor,2L-5L,0,3,5665,More than 1,B,Platinum,190620
Female,Rural,High School,5L-10L,0,6,0,More than 1,A,Gold,60240
Male,Rural,Bachelor,5L-10L,1,7,3369,More than 1,A,Silver,51132
Female,Rural,High School,5L-10L,0,0,0,More than 1,B,Platinum,66996
Male,Rural,Bachelor,5L-10L,1,1,0,More than 1,B,Gold,62808
Male,Urban,High School,5L-10L,0,3,5599,More than 1,A,Silver,236592
Male,Rural,High School,5L-10L,0,8,0,1,B,Platinum,60924
Female,Rural,High School,5L-10L,1,3,0,More than 1,A,Platinum,60684
Male,Urban,Bachelor,2L-5L,0,7,9753,More than 1,A,Platinum,67488
Female,Urban,High School,2L-5L,0,2,4495,More than 1,A,Silver,158184
Female,Urban,High School,2L-5L,0,4,2205,1,B,Gold,31464
Female,Urban,High School,5L-10L,1,7,5227,More than 1,B,Gold,38208
Female,Urban,High School,More than 10L,1,6,8969,More than 1,A,Platinum,152184
Female,Urban,Bachelor,5L-10L,1,6,3759,More than 1,A,Platinum,59640
Male,Rural,Bachelor,5L-10L,1,6,2992,1,A,Gold,47052
Female,Rural,High School,5L-10L,0,5,2051,1,B,Silver,61536
Male,Rural,High School,More than 10L,0,1,3375,More than 1,A,Gold,56748
Female,Rural,High School,5L-10L,1,0,0,More than 1,A,Platinum,50988
Female,Urban,High School,2L-5L,0,5,3736,More than 1,A,Platinum,57348
Male,Urban,High School,5L-10L,1,4,3474,1,A,Platinum,72372
Female,Urban,High School,5L-10L,0,4,5035,More than 1,A,Gold,165660
Male,Urban,Bachelor,5L-10L,0,2,9039,More than 1,A,Platinum,61440
Female,Rural,Bachelor,2L-5L,1,1,0,More than 1,B,Platinum,58704
Male,Urban,High School,2L-5L,0,3,5408,More than 1,A,Platinum,66516
Female,Urban,High School,5L-10L,0,6,5752,More than 1,C,Silver,65052
Female,Urban,High School,5L-10L,0,6,8459,More than 1,A,Platinum,125292
Female,Urban,High School,<=2L,1,6,5190,1,A,Silver,60360
Female,Rural,Bachelor,More than 10L,0,4,0,More than 1,B,Gold,69336
Male,Urban,Bachelor,More than 10L,1,1,6015,1,A,Silver,40548
Male,Rural,High School,5L-10L,0,0,0,1,B,Gold,59772
Male,Rural,Bachelor,5L-10L,0,7,5876,1,A,Platinum,34416
Female,Urban,High School,More than 10L,0,3,9543,More than 1,A,Platinum,61416
Male,Urban,Bachelor,2L-5L,1,6,5700,1,A,Platinum,32064
Male,Urban,High School,5L-10L,0,7,6820,More than 1,A,Gold,62928
Female,Rural,Bachelor,5L-10L,1,6,3833,More than 1,A,Platinum,157476
Female,Urban,Bachelor,2L-5L,0,6,4112,More than 1,A,Platinum,64212
Female,Urban,High School,2L-5L,1,7,5211,1,A,Silver,65112
Male,Rural,High School,More than 10L,1,2,2759,1,A,Gold,64104
Male,Urban,Bachelor,More than 10L,1,7,4082,More than 1,C,Platinum,92304
Male,Urban,Bachelor,5L-10L,0,8,2074,1,A,Platinum,32052
Female,Rural,Bachelor,More than 10L,1,0,0,More than 1,A,Platinum,57000
Female,Urban,Bachelor,5L-10L,1,8,6442,More than 1,A,Gold,64080
Male,Urban,Bachelor,5L-10L,1,0,5370,More than 1,C,Gold,68208
Male,Rural,High School,More than 10L,0,2,0,1,A,Platinum,36564
Male,Rural,High School,5L-10L,1,1,3977,More than 1,A,Platinum,61188
Male,Urban,High School,2L-5L,1,6,6418,More than 1,C,Gold,69684
Female,Urban,Bachelor,2L-5L,1,6,7594,1,A,Silver,75660
Female,Rural,Bachelor,5L-10L,0,7,0,More than 1,C,Silver,199524
Female,Urban,High School,2L-5L,1,4,4369,More than 1,A,Platinum,62340
Male,Urban,Bachelor,5L-10L,1,0,3528,1,A,Silver,86148
Male,Rural,Bachelor,5L-10L,1,8,0,1,B,Platinum,53688
Male,Urban,Bachelor,5L-10L,1,5,3428,More than 1,A,Platinum,101448
Female,Rural,Bachelor,5L-10L,0,6,2050,More than 1,B,Platinum,66324
Female,Urban,Bachelor,2L-5L,0,7,9004,More than 1,B,Gold,34212
Male,Urban,High School,2L-5L,0,5,3073,More than 1,A,Platinum,487500
Male,Urban,High School,5L-10L,1,0,3690,1,A,Gold,32376
Female,Urban,Bachelor,5L-10L,1,2,8476,More than 1,A,Platinum,60492
Male,Urban,Bachelor,5L-10L,0,3,2764,More than 1,A,Platinum,62952
Male,Rural,High School,5L-10L,1,6,6012,More than 1,A,Gold,394692
Male,Urban,Bachelor,2L-5L,1,8,5347,1,A,Platinum,61152
Male,Rural,High School,5L-10L,1,8,2838,More than 1,A,Gold,69132
Male,Urban,High School,5L-10L,1,2,3615,More than 1,A,Platinum,68712
Female,Urban,High School,5L-10L,1,2,4120,More than 1,A,Gold,96360
Male,Rural,Bachelor,5L-10L,1,1,0,More than 1,B,Silver,67044
Female,Rural,High School,5L-10L,0,0,0,More than 1,C,Platinum,104484
Female,Urban,Bachelor,5L-10L,1,7,4006,More than 1,B,Platinum,62568
Female,Urban,Bachelor,5L-10L,0,2,5653,More than 1,A,Platinum,66564
Female,Urban,High School,5L-10L,0,1,0,More than 1,B,Gold,73440
Female,Rural,Bachelor,5L-10L,1,6,0,1,A,Platinum,54708
Female,Urban,High School,2L-5L,1,6,10582,More than 1,A,Silver,69948
